shelter_name,shelter_id,bundesland,bez,gen,latitude,longitude,Aufnahme möglich für Frauen mit bis zu einem Kind,Aufnahme möglich für Frauen mit mehreren Kindern,Aufnahme möglich ohne detaillierte Angabe,Keine Aufnahme möglich,Platz für Frauen ohne Kinder,keine Angabe,einrichtungsart,Gehbehinderung,Hörbehinderung/Taubheit,Sehbehinderung/Blindheit,Suchtmittelabhängigkeit
Frauenhaus Schwabach,2177,Bayern,Kreisfreie Stadt,Schwabach,49.329349195087,11.024939052197,0.0,0.0,0.0,0.9991394148020654,0.0,0.0,Frauenhaus,True,False,False,False
Frauenhaus Schwarzenbek,2263,Schleswig-Holstein,Kreis,Herzogtum Lauenburg,53.503650426025,10.483866451312,0.0,0.0,0.0,1.0,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Schwedt,2079,Brandenburg,Landkreis,Uckermark,53.072867194575,14.277710475059,0.0,0.24096385542168675,0.0,0.0,0.0,0.7590361445783133,Frauenhaus,True,False,False,False
Frauenhaus Siegen,2154,Nordrhein-Westfalen,Kreis,Siegen-Wittgenstein,50.8759626,8.0164616,0.0,0.022375215146299483,0.04475043029259897,0.9302925989672978,0.0025817555938037868,0.0,Frauenhaus,False,False,False,False
Frauenhaus Singen,2237,Baden-Württemberg,Landkreis,Konstanz,47.762044359329,8.853405053013,0.0,0.0,0.0981067125645439,0.9018932874354562,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus SkF,2117,Bayern,Kreisfreie Stadt,Würzburg,49.7646014,9.9055338,0.0,0.0,0.0,1.0,0.0,0.0,Frauenhaus,True,False,False,False
Frauenhaus SkF Karlsruhe,2212,Baden-Württemberg,Stadtkreis,Karlsruhe,49.010942043401,8.392288331104,0.01549053356282272,0.25645438898450945,0.025817555938037865,0.6686746987951807,0.0025817555938037868,0.03098106712564544,Frauenhaus,False,False,False,False
Frauenhaus Soest,2144,Nordrhein-Westfalen,Kreis,Soest,51.565331935758,8.097908720838,0.0,0.021514629948364887,0.10499139414802065,0.8657487091222031,0.00774526678141136,0.0,Frauenhaus,False,False,False,False
Frauenhaus Sondershausen,2038,Thüringen,Landkreis,Kyffhäuserkreis,51.3700633,10.8491714,0.09552495697074011,0.07314974182444062,0.5129087779690189,0.15834767641996558,0.02495697074010327,0.1351118760757315,Frauenhaus,False,False,False,False
Frauenhaus Sozialdienst katholischer Frauen e.V.,2247,Hessen,Landkreis,Gießen,50.572063246443,8.667524534963,0.0068846815834767644,0.04819277108433735,0.02667814113597246,0.9182444061962134,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Speyer,2174,Rheinland-Pfalz,Kreisfreie Stadt,Speyer,49.322620194502,8.429573035315,0.02495697074010327,0.011187607573149742,0.00946643717728055,0.9311531841652324,0.02323580034423408,0.0,Frauenhaus,False,False,False,False
Frauenhaus Stendal,2028,Sachsen-Anhalt,Landkreis,Stendal,52.605557128017,11.847668159234999,0.0,0.0,0.016351118760757316,0.0,0.0,0.9836488812392427,Frauenhaus,False,False,False,False
Frauenhaus Stormarn,2343,Schleswig-Holstein,Kreis,Stormarn,53.674312919727,10.231099789877,0.031841652323580036,0.05421686746987952,0.0,0.8528399311531841,0.010327022375215147,0.04647160068846816,Frauenhaus,False,False,False,False
Frauenhaus Straubing,2108,Bayern,Kreisfreie Stadt,Straubing,48.8777333,12.5801539,0.0,0.03270223752151463,0.0008605851979345956,0.7564543889845095,0.0,0.20912220309810672,Frauenhaus,True,False,False,False
Frauenhaus Telgte,2133,Nordrhein-Westfalen,Kreis,Warendorf,51.984441708803,7.788351593569,0.0,0.0,0.05938037865748709,0.9397590361445783,0.0008605851979345956,0.0,Frauenhaus,False,False,False,False
Frauenhaus Ulm,2230,Baden-Württemberg,Stadtkreis,Ulm,48.402932597842,9.999279928912,0.0,0.0,0.06282271944922548,0.8012048192771084,0.0,0.1359724612736661,Frauenhaus,False,False,False,False
Frauenhaus Unna,2233,Nordrhein-Westfalen,Kreis,Unna,51.55022541813,7.691389709733,0.0,0.0,0.00774526678141136,0.9905335628227194,0.0017211703958691911,0.0,Frauenhaus,True,False,False,False
Frauenhaus Warendorf,2074,Nordrhein-Westfalen,Kreis,Warendorf,51.9501568,7.9840382,0.0034423407917383822,0.0068846815834767644,0.025817555938037865,0.9569707401032702,0.0068846815834767644,0.0,Frauenhaus,False,False,False,False
Frauenhaus Weiden,2071,Bayern,Kreisfreie Stadt,Weiden i.d. OPf.,49.677827673914,12.154750706237,0.10757314974182444,0.18760757314974183,0.0,0.6265060240963856,0.0783132530120482,0.0,Frauenhaus,True,False,True,False
Frauenhaus Weimar,2292,Thüringen,Kreisfreie Stadt,Weimar,50.982827330819,11.322555165749,0.0,0.0,0.48623063683304646,0.15060240963855423,0.0,0.36316695352839934,Schutzwohnung,False,False,False,False
Frauenhaus Weißenfels,2168,Sachsen-Anhalt,Landkreis,Burgenlandkreis,51.2046563,11.9710163,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauenhaus Westerwald,2416,Rheinland-Pfalz,Landkreis,Westerwaldkreis,50.66442060915,7.821671710156,0.0,0.05421686746987952,0.0,0.9165232358003442,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus Wetterau,2059,Hessen,Landkreis,Wetteraukreis,50.332736759446,8.762147100409,0.04819277108433735,0.1144578313253012,0.0,0.8373493975903614,0.0,0.0,Frauenhaus,False,True,False,False
Frauenhaus Wetzlar e.V.,2208,Hessen,Landkreis,Lahn-Dill-Kreis,50.559625165351,8.499134628186,0.0008605851979345956,0.035283993115318414,0.0025817555938037868,0.9586919104991394,0.0025817555938037868,0.0,Frauenhaus,False,False,False,False
Frauenhaus Worms,2410,Rheinland-Pfalz,Kreisfreie Stadt,Worms,49.6238729,8.359877471689,0.0008605851979345956,0.024096385542168676,0.008605851979345954,0.882960413080895,0.07142857142857142,0.0,Frauenhaus,False,False,False,False
Frauenhaus Zollernalbkreis,2046,Baden-Württemberg,Landkreis,Zollernalbkreis,48.269484562955,8.94737584922,0.0,0.12822719449225473,0.010327022375215147,0.7848537005163512,0.076592082616179,0.0,Frauenhaus,False,False,False,False
Frauenhaus der Frauenhilfe München,2348,Bayern,Kreisfreie Stadt,München,48.1351253,11.5819805,0.0,0.0034423407917383822,0.1962134251290878,0.6643717728055077,0.1359724612736661,0.0,Frauenhaus,True,True,False,False
Frauenhaus des Caritasverbandes für Stadt und Landkreis Gifhorn,2285,Niedersachsen,Landkreis,Gifhorn,52.484496766686,10.540274633294,0.0,0.5481927710843374,0.0,0.2908777969018933,0.16092943201376936,0.0,Frauenhaus,False,False,False,False
Frauenhaus des Rhein-Sieg-Kreises,2228,Nordrhein-Westfalen,Kreis,Rhein-Sieg-Kreis,50.749009526955,7.221746527917,0.019793459552495698,0.011187607573149742,0.020654044750430294,0.9483648881239243,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus e.V. Solingen,2110,Nordrhein-Westfalen,Kreis,Mettmann,51.1238982,6.978047,0.02323580034423408,0.018072289156626505,0.0,0.9586919104991394,0.0,0.0,Frauenhaus,True,False,False,False
Frauenhaus für die Region Main-Rhön in Schweinfurt,2054,Bayern,Kreisfreie Stadt,Schweinfurt,50.04723375,10.224025804585,0.0,0.0,0.0,1.0,0.0,0.0,Frauenhaus,False,False,False,False
Frauenhaus im Landkreis Calw,2100,Baden-Württemberg,Landkreis,Calw,48.714306559169,8.741623063857,0.0025817555938037868,0.11790017211703958,0.0008605851979345956,0.02323580034423408,0.0,0.8554216867469879,Frauenhaus,False,False,False,False
Frauenhaus im Landkreis Kassel,2035,Hessen,Landkreis,Kassel,51.2550775,9.4119007,0.0,0.00946643717728055,0.0008605851979345956,0.9896729776247849,0.0,0.0,Frauenhaus,True,False,False,False
Frauenhaus im Landkreis Schwandorf,2195,Bayern,Landkreis,Schwandorf,49.3263177,12.1038045,0.0,0.0,0.09982788296041308,0.14543889845094665,0.0,0.7547332185886403,Frauenhaus,False,False,False,False
Frauenhaus und Beratungsstelle,2139,Brandenburg,Landkreis,Oder-Spree,52.1448863,14.6294413,0.0,0.0,0.050774526678141134,0.9492254733218589,0.0,0.0,Frauenhaus,False,False,False,False
"Frauenhaus, Beratungs- und Interventionsstelle Limburg",2036,Hessen,Landkreis,Limburg-Weilburg,50.387426446735,8.064561329702,0.0025817555938037868,0.0576592082616179,0.03614457831325301,0.9001721170395869,0.0034423407917383822,0.0,Frauenhaus,False,False,False,False
Frauenhäuser Geschütztes Wohnen,2327,Baden-Württemberg,Landkreis,Karlsruhe,49.104470848914,8.5913541328,0.0,0.1944922547332186,0.0,0.32358003442340794,0.0,0.4819277108433735,Frauenhaus,True,False,False,False
Frauennotruf Hochfranken,2135,Bayern,Kreisfreie Stadt,Hof,50.318924920653,11.923855529507,0.0,0.028399311531841654,0.0068846815834767644,0.963855421686747,0.0,0.0,Schutzwohnung,False,False,False,False
Frauenschutz Weimarer Land,2062,Thüringen,Landkreis,Weimarer Land,51.020381404684,11.4986504232,0.0,0.0,0.0,1.0,0.0,0.0,Frauenhaus,False,False,False,False
FrauenschutzHaus Wolfenbüttel,2306,Niedersachsen,Landkreis,Wolfenbüttel,52.1625283,10.5348215,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,True,False,False,False
Frauenschutzangebot,2210,Sachsen,Landkreis,Erzgebirgskreis,50.4756535,12.7667543,0.0,0.5137693631669535,0.0,0.0,0.0,0.48623063683304646,Schutzwohnung,False,False,False,False
Frauenschutzeinrichtung Zwickau Stadt,2044,Sachsen,Landkreis,Zwickau,50.726853592716,12.490858252887,0.0,0.0,0.0,1.0,0.0,0.0,Schutzwohnung,False,False,False,False
Frauenschutzhaus,2132,Mecklenburg-Vorpommern,Landkreis,Nordwestmecklenburg,53.8965859,11.4695121,0.02667814113597246,0.11273666092943202,0.0025817555938037868,0.8209982788296041,0.0,0.030120481927710843,Frauenhaus,False,False,False,False
Frauenschutzhaus,2219,Mecklenburg-Vorpommern,Landkreis,Rostock,53.793364322518,12.181076883324,0.0,0.0,0.1729776247848537,0.8270223752151463,0.0,0.0,Frauenhaus,False,False,False,False
Frauenschutzhaus,2310,Sachsen-Anhalt,Kreisfreie Stadt,Halle (Saale),51.4825041,11.9705452,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauenschutzhaus Dresden,2087,Sachsen,Kreisfreie Stadt,Dresden,51.0504088,13.7372621,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Frauenschutzhaus Freiberg,2083,Sachsen,Landkreis,Mittelsachsen,50.895481287937,13.333490439612,0.0,0.0,0.6273666092943201,0.37263339070567986,0.0,0.0,Frauenhaus,False,False,False,False
Frauenschutzhaus Helmstedt,2290,Niedersachsen,Landkreis,Helmstedt,52.232426476168,11.004057698082,0.0,0.0025817555938037868,0.7839931153184165,0.2134251290877797,0.0,0.0,Frauenhaus,True,False,False,False
Frauenschutzhaus Magdeburg,2031,Sachsen-Anhalt,Kreisfreie Stadt,Magdeburg,52.109112469784,11.635762688513,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,True,False,False,False
Frauenschutzhaus Wittenberg,2319,Sachsen-Anhalt,Landkreis,Wittenberg,51.869377514536,12.646353310986001,0.01721170395869191,0.34509466437177283,0.0,0.12994836488812392,0.03442340791738382,0.47332185886402756,Frauenhaus,False,False,False,False
Frauenschutzwohnung,2242,Thüringen,Landkreis,Unstrut-Hainich-Kreis,51.11064946722,10.643128194246,0.0,0.0,0.0,0.0,0.0,1.0,Schutzwohnung,False,False,False,False
Frauenschutzwohnung Altenburg,2276,Thüringen,Landkreis,Altenburger Land,50.9888921,12.429075,0.0,0.0,0.5972461273666093,0.4027538726333907,0.0,0.0,Schutzwohnung,False,False,False,False
Frauenschutzwohnungen Landkreis Nordsachsen,2042,Sachsen,Landkreis,Nordsachsen,51.5628862,12.9909587,0.463855421686747,0.42857142857142855,0.0,0.0,0.0,0.10757314974182444,Schutzwohnung,False,False,False,False
Frauenschutzzentrum,2325,Nordrhein-Westfalen,Kreis,Minden-Lübbecke,52.292865585765,8.884828610875,0.024096385542168676,0.12048192771084337,0.0,0.8450946643717728,0.010327022375215147,0.0,Frauenhaus,False,False,False,False
Frauenzentrum Paula Panke e.V. - Zufluchtswohnung,2068,Berlin,Kreisfreie Stadt,Berlin,52.56961735,13.403536522993,0.0,0.0,0.0,0.0,0.0,1.0,Schutzwohnung,False,False,False,False
Frauenzimmer e.V.,2082,Berlin,Kreisfreie Stadt,Berlin,52.4836896,13.352822090579,0.0,0.0,0.0,0.0,0.0,1.0,Schutzwohnung,True,False,False,False
Frauenzuflucht Kaiserslautern,2236,Rheinland-Pfalz,Kreisfreie Stadt,Kaiserslautern,49.44167141989,7.76806020992,0.0025817555938037868,0.0,0.0,0.9974182444061962,0.0,0.0,Frauenhaus,False,False,False,False
Haus für Frauen in Not,2150,Hessen,Landkreis,Rheingau-Taunus-Kreis,50.142945932409,8.06664247563,0.02495697074010327,0.09294320137693632,0.0,0.8631669535283993,0.0189328743545611,0.0,Frauenhaus,False,False,False,False
Haus für Frauen in Not Wiesbaden,2158,Hessen,Kreisfreie Stadt,Wiesbaden,50.077813921273,8.236045029311,0.006024096385542169,0.0034423407917383822,0.0,0.9776247848537005,0.012908777969018933,0.0,Frauenhaus,False,False,False,False
Hestia Frauenhaus,2102,Berlin,Kreisfreie Stadt,Berlin,52.5034002,13.3386373,0.0,0.0,0.0,0.0,0.0,1.0,Frauenhaus,False,False,False,False
Hestia Zufluchtswohnungen Prenzlauer Berg,2096,Berlin,Kreisfreie Stadt,Berlin,52.5355509,13.425688849992,0.0,0.0,0.0,0.9010327022375215,0.09896729776247848,0.0,Schutzwohnung,False,False,False,False
Hestia-Zufluchtswohnungen Wedding,2051,Berlin,Kreisfreie Stadt,Berlin,52.54108405,13.389616050162,0.016351118760757316,0.03270223752151463,0.0,0.8812392426850258,0.06970740103270223,0.0,Schutzwohnung,False,False,False,False
Hilfe für Frauen in Not-Frauenhaus Bonn e.V.,2129,Nordrhein-Westfalen,Kreisfreie Stadt,Bonn,50.737581638095,7.101763519581,0.0017211703958691911,0.018072289156626505,0.016351118760757316,0.963855421686747,0.0,0.0,Frauenhaus,False,False,False,False
Internationales Frauenhaus,2328,Nordrhein-Westfalen,Kreisfreie Stadt,Düsseldorf,51.236733864852,6.792454779053,0.0,0.0,0.01549053356282272,0.9845094664371773,0.0,0.0,Frauenhaus,False,False,False,False
Jenaer Frauenhaus e.V.,2272,Thüringen,Kreisfreie Stadt,Jena,50.9463598,11.5977589,0.0,0.0,0.050774526678141134,0.9492254733218589,0.0,0.0,Frauenhaus,False,False,False,False
KARO e.V.,2266,Sachsen,Landkreis,Vogtlandkreis,50.4950632,12.1346523,0.0,0.4087779690189329,0.17986230636833048,0.4113597246127367,0.0,0.0,Frauenhaus,False,False,False,False
Kinder- und Frauenschutzwohnung der Stadt Wernigerode,2287,Sachsen-Anhalt,Landkreis,Harz,51.839931701364,10.783901991418,0.0,0.0,0.1514629948364888,0.22375215146299485,0.0,0.6247848537005164,Schutzwohnung,True,False,False,False
S.H.E. - Schutzhaus für geflüchtete Frauen,2029,Sachsen,Kreisfreie Stadt,Leipzig,51.324894093361,12.374329706113,0.0,0.11617900172117039,0.0,0.10327022375215146,0.7805507745266781,0.0,Schutzwohnung,False,False,False,False
Schutzhaus für Frauen und Kinder,2107,Nordrhein-Westfalen,Kreis,Euskirchen,50.616462856427,6.84026134715,0.06110154905335628,0.11876075731497418,0.012048192771084338,0.7951807228915663,0.012908777969018933,0.0,Frauenhaus,False,False,False,False
Schutzwohnung im Rhein-Neckar-Kreis,2271,Baden-Württemberg,Landkreis,Rhein-Neckar-Kreis,49.54620451729,8.649864854517,0.04475043029259897,0.0,0.0,0.8296041308089501,0.04130808950086059,0.06712564543889846,Schutzwohnung,False,False,False,False
Schutzwohnungen Nordfriesland,2438,Schleswig-Holstein,Kreis,Nordfriesland,54.6156443,8.9676337,0.0,0.0,0.04475043029259897,0.4819277108433735,0.00774526678141136,0.2908777969018933,Schutzwohnung,False,False,False,False
Sofortaufnahme für gewaltbetroffene Frauen und ihre Kinder - Frauenhaus24 Hannover,2011,Niedersachsen,Landkreis,Region Hannover,52.377057435404,9.736999308768,0.0,0.0,1.0,0.0,0.0,0.0,,True,False,False,False
Städtisches Frauenhaus Stuttgart,2197,Baden-Württemberg,Stadtkreis,Stuttgart,48.76986235,9.211651935853,0.043029259896729774,0.2495697074010327,0.0051635111876075735,0.5645438898450946,0.0,0.13769363166953527,Frauenhaus,False,False,False,False
Wolfsburger Frauenhaus,2383,Niedersachsen,Kreisfreie Stadt,Wolfsburg,52.421175871211,10.79371507002,0.0034423407917383822,0.07142857142857142,0.05335628227194492,0.7555938037865749,0.11617900172117039,0.0,Frauenhaus,False,False,False,False
Zentrale Sofortaufnahme der Frauen*- und Kinderschutzhäuser Leipzig,2056,Sachsen,Kreisfreie Stadt,Leipzig,51.3844702,12.3160085,0.0,0.0,0.0,0.0,0.0,1.0,,False,False,False,False
Zufluchtswohung Matilde,2060,Berlin,Kreisfreie Stadt,Berlin,52.53713195,13.610523076316,0.0,0.0,0.0,1.0,0.0,0.0,Schutzwohnung,False,False,False,False
offensiv´91 e.V. Frauenzufluchtswohnung,2037,Berlin,Kreisfreie Stadt,Berlin,52.45499615,13.514810051508,0.0,0.08089500860585198,0.0,0.49139414802065406,0.10499139414802065,0.3227194492254733,Schutzwohnung,False,False,False,False
Ökumenisches Frauenhaus Pforzheim,2204,Baden-Württemberg,Stadtkreis,Pforzheim,48.8667572,8.7531246,0.0,0.0378657487091222,0.05679862306368331,0.1884681583476764,0.0,0.7168674698795181,Frauenhaus,False,False,False,False
